name,count,gender,probability,IPA,IPA_stress,n_syllables
Yamina,15.0,female,0.93,,,
Dulcie,15.0,female,1.0,'dəl kiː,10,2.0
Ave,15.0,female,0.73,'æ və nuː,100,3.0
Vlada,15.0,male,0.87,,,
Pradip,15.0,male,1.0,,,
Ciprian,15.0,male,1.0,,,
Waranya,15.0,female,1.0,,,
Yildiz,15.0,female,0.87,,,
Sylvana,15.0,female,1.0,sɪl 'væ nʌ,010,3.0
Zsuzsa,15.0,female,1.0,,,
Ailsa,15.0,female,1.0,'eɪl sə,10,2.0
Katleen,15.0,female,1.0,,,
Immanuel,15.0,male,1.0,'ɪ mə nʊl,100,3.0
Jully,15.0,female,1.0,,,
Essa,15.0,male,0.93,'ɛ sə,10,2.0
Virgile,15.0,male,1.0,,,
Feridun,15.0,male,1.0,,,
Bentley,15.0,male,0.6,'bɛnt liː,10,2.0
Funmilayo,15.0,female,1.0,,,
Arnulfo,15.0,male,1.0,ɑr 'nəl foʊ,010,3.0
Esmail,15.0,male,1.0,,,
Gitta,15.0,female,1.0,,,
Brigita,15.0,female,1.0,,,
Pratima,15.0,female,1.0,,,
Claudiu,15.0,male,1.0,,,
Chimene,15.0,female,1.0,,,
Isac,15.0,male,0.93,,,
Nazario,15.0,male,1.0,nɑ 'zɑ riː oʊ,0100,4.0
Geovana,15.0,female,1.0,,,
Arve,15.0,male,1.0,'ɑrv,1,1.0
Necip,15.0,male,1.0,,,
Semanur,14.0,female,1.0,,,
Remco,14.0,male,1.0,'rɛm koʊ,10,2.0
Jolly,14.0,female,0.64,'ʤɑ liː,10,2.0
Prema,14.0,female,0.93,'pɹɛ mʌ,10,2.0
Puji,14.0,female,0.86,,,
Herve,14.0,male,1.0,'hɛːv,1,1.0
Goretti,14.0,female,1.0,,,
Kheng,14.0,female,0.71,,,
Waree,14.0,female,1.0,,,
Meriç,14.0,male,0.79,'mɛ ɹɪ,10,2.0
Akeem,14.0,male,1.0,,,
Shareen,14.0,female,1.0,,,
Bernarda,14.0,female,0.86,,,
Saime,14.0,female,1.0,,,
Germana,14.0,female,0.93,dʒəː 'mɑ nʌ,010,3.0
Eliel,14.0,male,1.0,,,
Bay,14.0,male,0.86,'beɪ,1,1.0
Raffaela,14.0,female,1.0,,,
Amena,14.0,female,0.93,æ 'mi nʌ,010,3.0
Raffaello,14.0,male,1.0,,,
Braedon,14.0,male,1.0,,,
Cissy,14.0,female,1.0,,,
Dónal,14.0,male,1.0,,,
Stevo,14.0,male,1.0,,,
Raihan,14.0,female,0.57,,,
Riadh,14.0,male,1.0,,,
Valon,14.0,male,1.0,,,
Keita,14.0,male,0.93,,,
Bujar,14.0,male,1.0,,,
Gao,14.0,female,0.57,,,
Otoniel,14.0,male,1.0,,,
Riddhi,14.0,female,1.0,,,
Karun,14.0,male,1.0,kɛː 'uːn,01,2.0
Aswathy,14.0,female,1.0,,,
Johannah,14.0,female,1.0,,,
Aijaz,14.0,male,1.0,,,
Bongani,14.0,male,1.0,,,
Safiya,14.0,female,1.0,,,
Gergely,14.0,male,0.93,'ʤɛːʤ liː,10,2.0
Carmi,14.0,female,0.86,'kɑ mi,10,2.0
Idalia,14.0,female,1.0,ɪ 'dɑl jʌ,010,3.0
Marshal,14.0,male,1.0,'mɑr ʃəl,10,2.0
François-Xavier,14.0,male,1.0,,,
Olena,14.0,female,1.0,,,
Babette,14.0,female,1.0,bə 'bɛt,01,2.0
Tama,14.0,female,0.57,'tɑ mə,10,2.0
Oki,14.0,male,0.86,'oʊ kiː,10,2.0
Costanza,14.0,female,1.0,koʊ 'stɑn zʌ,010,3.0
Kunle,14.0,male,1.0,,,
Jensen,14.0,male,0.57,'ʤɛn sən,10,2.0
Saed,14.0,male,1.0,,,
Albena,14.0,female,1.0,,,
Floriana,14.0,female,1.0,,,
Demian,14.0,male,0.79,,,
Lilie,14.0,female,1.0,,,
Ranjana,14.0,female,1.0,,,
Vianney,14.0,female,0.71,,,
Eno,14.0,female,0.57,'ɛ noʊ,10,2.0
Huzaifa,14.0,male,1.0,,,
Tosha,14.0,female,1.0,,,
Oon,14.0,male,0.86,'ʉː,1,1.0
Piergiorgio,14.0,male,1.0,,,
Danai,14.0,female,0.57,'dæ naɪ,10,2.0
Vreni,14.0,female,1.0,,,
Aasim,14.0,male,1.0,,,
Dema,14.0,female,1.0,,,
Antara,14.0,female,1.0,,,
Liora,14.0,female,1.0,,,
Cezar,14.0,male,1.0,,,
Aliz,14.0,female,1.0,,,
Sverre,14.0,male,1.0,,,
Chauncey,14.0,male,0.79,'ʧɔːn siː,10,2.0
Semira,14.0,female,1.0,sɛ 'mɪ rə,010,3.0
Zainal,14.0,male,1.0,,,
Chava,14.0,male,0.86,,,
Jiji,14.0,female,0.93,,,
Amnon,14.0,male,1.0,'æm nɑ,10,2.0
Asmae,14.0,female,1.0,,,
Shree,14.0,male,0.71,,,
Myrian,14.0,female,1.0,,,
Ganga,14.0,female,0.86,,,
Ermanno,14.0,male,1.0,,,
Suzane,14.0,female,1.0,,,
Tonino,14.0,male,1.0,,,
Dhara,14.0,female,1.0,,,
DeeAnn,14.0,female,1.0,,,
Delilah,14.0,female,1.0,də 'laɪ lə,010,3.0
Yenni,14.0,female,1.0,,,
Galia,14.0,female,1.0,,,
Sobia,14.0,female,1.0,,,
Shant,14.0,male,0.93,,,
Ghaith,14.0,male,1.0,,,
Yosi,14.0,male,0.86,,,
Francene,14.0,female,1.0,,,
Naseem,14.0,male,0.93,,,
Tessy,14.0,female,0.93,'tɛ siː,10,2.0
Annemiek,14.0,female,1.0,,,
Jaap,14.0,male,1.0,,,
Javad,14.0,male,1.0,,,
Geena,14.0,female,1.0,'giː nʌ,10,2.0
Shiho,14.0,female,0.93,,,
Kasun,14.0,male,1.0,'kɑ suːn,10,2.0
Marycarmen,14.0,female,1.0,,,
Tunku,14.0,female,0.64,'tʌŋ kuː,10,2.0
Krisna,14.0,male,0.79,,,
Nazaret,14.0,female,0.86,,,
Catrine,14.0,female,1.0,'kæ tɹi,10,2.0
Purnima,14.0,female,0.93,,,
Rastislav,14.0,male,1.0,,,
Liezel,14.0,female,1.0,,,
Nikesh,14.0,male,1.0,,,
Arijit,14.0,male,1.0,,,
BoNi,14.0,male,0.79,'boʊ niː,10,2.0
Ogun,14.0,male,1.0,,,
Carleen,14.0,female,1.0,kɑr 'liːn,01,2.0
Avital,14.0,female,1.0,ə 'viː təl,010,3.0
Timm,14.0,male,0.93,'tɪm,1,1.0
Baker,14.0,male,1.0,'beɪ kɛː,10,2.0
Camie,14.0,female,1.0,,,
Teoman,14.0,male,1.0,,,
Hart,14.0,male,0.93,'hɑrt,1,1.0
Dinara,14.0,female,1.0,,,
Batool,14.0,female,1.0,,,
Minako,14.0,female,1.0,,,
Brannon,14.0,male,1.0,'bræ nən,10,2.0
Susu,14.0,female,0.93,,,
Suleiman,14.0,male,1.0,,,
Nesreen,14.0,female,1.0,,,
Adarsh,14.0,male,1.0,,,
Madelen,14.0,female,1.0,,,
Bassant,14.0,female,1.0,,,
Shamin,14.0,female,0.86,,,
Maurilio,14.0,male,1.0,,,
Otavio,14.0,male,1.0,,,
Rabindra,14.0,male,1.0,,,
Tamzin,14.0,female,1.0,,,
Gibson,14.0,male,0.93,'gɪb sən,10,2.0
Randeep,14.0,female,1.0,,,
Bladimir,14.0,male,1.0,,,
Jeanet,14.0,female,1.0,,,
Preet,14.0,female,0.64,,,
Twila,14.0,female,1.0,,,
Bijay,14.0,male,0.93,,,
Shakil,14.0,male,1.0,,,
Tebogo,14.0,female,0.57,,,
Kobe,14.0,male,0.79,'koʊ beɪ,10,2.0
Snigdha,14.0,female,1.0,,,
Roisin,14.0,female,1.0,,,
Josè,14.0,male,0.93,,,
Ireen,14.0,female,1.0,,,
Kah,14.0,female,0.86,'kɑ,1,1.0
Siraj,14.0,male,1.0,,,
Mubarak,14.0,male,1.0,muː 'bɑ rɪk,010,3.0
Yiu,14.0,female,0.57,,,
Nefise,14.0,female,1.0,,,
Fauziah,14.0,female,1.0,,,
Layal,14.0,female,1.0,,,
Błażej,14.0,male,1.0,,,
Sine,14.0,female,1.0,'saɪn,1,1.0
Ephraim,14.0,male,1.0,'iː frʌm,10,2.0
Take,14.0,male,0.93,'teɪk,1,1.0
Severine,14.0,female,1.0,,,
Gamaliel,14.0,male,1.0,'ɡæ mæ `li,101,3.0
Franka,14.0,female,1.0,,,
Graziela,14.0,female,1.0,,,
Jahir,14.0,male,1.0,,,
Heval,14.0,female,0.79,,,
Mamiko,14.0,female,1.0,,,
Kaity,14.0,female,1.0,,,
Marilia,14.0,female,1.0,,,
Ovidiu,14.0,male,1.0,,,
Hayal,14.0,female,0.79,,,
Deeann,14.0,female,1.0,,,
Idriss,14.0,male,1.0,,,
Hakeem,14.0,male,1.0,,,
Artyom,14.0,male,1.0,,,
Vasso,14.0,female,1.0,,,
Zion,14.0,male,0.79,'zaɪ ən,10,2.0
Eira,14.0,female,1.0,,,
Narender,14.0,male,1.0,,,
Janani,14.0,female,1.0,,,
Afif,14.0,male,1.0,,,
Arwen,14.0,female,1.0,,,
Fathy,14.0,male,1.0,,,
Takayuki,14.0,male,1.0,,,
Shina,14.0,female,0.5,,,
Mehnaz,14.0,female,1.0,,,
Jalil,14.0,male,1.0,,,
Younes,14.0,male,0.93,'jənz,1,1.0
Azeem,14.0,male,1.0,,,
Amitabh,14.0,male,1.0,,,
Krešimir,14.0,male,1.0,,,
Susette,14.0,female,1.0,`suː 'zɛt,11,2.0
Deise,14.0,female,0.93,,,
Maggi,14.0,female,0.79,'mæ ʤiː,10,2.0
Denizhan,14.0,male,0.93,,,
Aytuğ,14.0,male,1.0,,,
Tanuj,14.0,male,1.0,,,
Saket,14.0,male,1.0,,,
Zamira,14.0,female,1.0,,,
Spenser,14.0,male,1.0,'spɛn sɛː,10,2.0
Jörn,14.0,male,1.0,,,
Bernadine,14.0,female,1.0,bɛː nʌ 'diːn,001,3.0
Shunsuke,14.0,male,1.0,,,
Joon,14.0,male,1.0,'ʤuːn,1,1.0
Sidharth,14.0,male,1.0,,,
Bjoern,14.0,male,1.0,'bjɔːrn,1,1.0
Zaza,14.0,female,0.5,,,
Junichi,14.0,male,1.0,,,
Yarden,14.0,female,0.71,,,
Cristin,14.0,female,0.93,,,
Mumtaz,14.0,female,0.71,,,
Jiang,14.0,male,0.71,'ʤɑŋ,1,1.0
Afonso,14.0,male,0.93,ə 'fɑn soʊ,010,3.0
Leeroy,14.0,male,1.0,,,
Josmar,14.0,male,0.93,,,
Shizuka,14.0,female,1.0,ʃɪ 'zuː kə,010,3.0
Farbod,14.0,male,1.0,,,
Jenine,14.0,female,1.0,,,
Anuja,14.0,female,1.0,,,
Naci,14.0,male,1.0,,,
Sawyer,14.0,male,1.0,'sɔː jɛː,10,2.0
Marike,14.0,female,1.0,,,
Filiberto,14.0,male,1.0,,,
Mukaddes,14.0,female,1.0,,,
Zvonko,14.0,male,1.0,,,
Gwyn,14.0,male,0.79,'gwɪn,1,1.0
Saran,14.0,female,0.57,sɛː 'æn,01,2.0
Amity,14.0,female,1.0,'æ mɪ tiː,100,3.0
Deepesh,14.0,male,1.0,,,
Kiyomi,14.0,female,1.0,,,
Jurgita,14.0,female,1.0,,,
Esmé,14.0,female,1.0,,,
Bishoy,14.0,male,1.0,,,
Teija,14.0,female,1.0,,,
Shalin,14.0,female,0.5,,,
Anahita,14.0,female,1.0,`æ næ 'hi tʌ,1010,4.0
Amri,14.0,male,0.71,,,
Robbyn,14.0,female,1.0,,,
Seena,14.0,female,1.0,,,
Krisha,14.0,female,1.0,,,
Makenzie,14.0,female,1.0,,,
Taher,14.0,male,1.0,'teɪ ɛː,10,2.0
Lor,14.0,female,0.86,'lɔːr,1,1.0
Luísa,14.0,female,1.0,,,
Shingo,14.0,male,1.0,,,
Nehir,14.0,female,1.0,,,
Donn,14.0,male,0.93,'dɑn,1,1.0
Adie,14.0,male,0.71,'eɪ di,10,2.0
Hansen,14.0,male,1.0,'hæn sən,10,2.0
Herma,14.0,female,0.86,,,
Sruthi,14.0,female,1.0,,,
Krishnaveni,14.0,female,1.0,,,
Suzannah,14.0,female,1.0,,,
Hanni,14.0,female,1.0,'hæ niː,10,2.0
PierGiorgio,14.0,male,1.0,,,
Sharla,14.0,female,1.0,'ʃɑr lə,10,2.0
Abderrahim,14.0,male,1.0,,,
Garrick,14.0,male,1.0,'gɛ rɪk,10,2.0
Slawomir,14.0,male,1.0,,,
Zeus,14.0,male,0.86,'zuːs,1,1.0
Lamont,14.0,male,1.0,lə 'mɑnt,01,2.0
Lyall,14.0,male,1.0,'laɪ əl,10,2.0
Dorrie,14.0,female,1.0,'dɔː riː,10,2.0
Gürhan,14.0,male,1.0,,,
Kiril,14.0,male,0.93,,,
Rosemeire,14.0,female,1.0,,,
Myrto,14.0,female,0.93,,,
Silvestre,14.0,male,1.0,siːl 'veɪ streɪ,010,3.0
Garnet,14.0,female,0.64,'gɑr nət,10,2.0
Arber,14.0,male,1.0,,,
Seah,14.0,male,0.79,,,
Chioma,14.0,female,0.93,kɪ 'əʊ mʌ,010,3.0
Kanako,14.0,female,1.0,,,
Herminia,14.0,female,1.0,hɛr 'miː niː ə,0100,4.0
Gila,14.0,female,1.0,,,
Akhilesh,14.0,male,1.0,,,
Yoon,14.0,female,0.5,'juːn,1,1.0
Teun,14.0,male,1.0,,,
Murtada,14.0,male,1.0,,,
Nilsa,14.0,female,1.0,,,
Wahid,14.0,male,0.93,`wɑ 'hiːd,11,2.0
Natalee,14.0,female,1.0,,,
Garen,14.0,male,1.0,,,
Mada,14.0,female,0.71,'mɑ də,10,2.0
Malvin,14.0,male,1.0,'mæl vɪn,10,2.0
Shehab,14.0,male,1.0,,,
Tesia,14.0,female,1.0,,,
Nipun,14.0,male,0.86,,,
Saher,14.0,male,0.57,,,
Yehuda,14.0,male,1.0,jʌ 'huː də,010,3.0
Nithin,14.0,male,1.0,,,
Rinaldo,14.0,male,1.0,rɪ 'nɑl doʊ,010,3.0
Hinda,14.0,female,1.0,,,
Andras,14.0,male,0.86,'ɑn drəs,10,2.0
Melik,14.0,male,1.0,,,
Vinodh,14.0,male,1.0,,,
Niloy,14.0,male,1.0,,,
Austen,14.0,male,0.93,'ɔː stɪn,10,2.0
Joffrey,14.0,male,1.0,'ʤɔː friː,10,2.0
Soraia,14.0,female,0.93,,,
Boni,14.0,male,0.79,'boʊ niː,10,2.0
Nusrat,14.0,female,1.0,,,
Vikesh,14.0,male,1.0,,,
Marjukka,14.0,female,1.0,,,
Kanokwan,14.0,female,1.0,,,
Geovanni,14.0,male,1.0,,,
Mono,14.0,male,0.93,'moʊ noʊ,10,2.0
Maguy,14.0,female,1.0,,,
Sudheer,14.0,male,1.0,,,
Richmond,14.0,male,1.0,'rɪʧ mənd,10,2.0
Lexa,14.0,female,0.93,,,
Anirudh,14.0,male,1.0,,,
Rao,14.0,male,0.93,'raʊ,1,1.0
Wissem,14.0,male,0.79,,,
Nguyet,14.0,female,1.0,,,
Cosmin,14.0,male,1.0,,,
Gusti,14.0,male,0.71,,,
Karon,14.0,female,0.79,'kɛ rən,10,2.0
Prasanth,14.0,male,0.93,,,
Nazire,14.0,female,1.0,,,
Carisa,14.0,female,1.0,,,
Jedd,14.0,male,1.0,,,
Astri,14.0,female,1.0,,,
Maju,14.0,male,0.71,,,
Shaden,14.0,female,0.79,,,
Ashlynn,14.0,female,1.0,,,
Maaz,14.0,male,1.0,,,
Mrunal,14.0,male,0.86,,,
Mircea,14.0,male,1.0,,,
Murtuza,14.0,male,1.0,,,
Rubab,14.0,female,1.0,,,
Hannele,14.0,female,1.0,,,
Benard,14.0,male,1.0,bɪ 'nɑrd,01,2.0
Jacalyn,14.0,female,1.0,,,
Forest,14.0,male,0.93,'fɔː rəst,10,2.0
Tari,14.0,female,1.0,,,
Jide,14.0,male,1.0,,,
Anna-Maija,14.0,female,1.0,,,
Rumen,14.0,male,1.0,'ruː mən,10,2.0
Davinder,14.0,male,0.93,,,
Andriy,14.0,male,1.0,,,
Saloni,14.0,female,1.0,,,
Noé,14.0,female,0.79,,,
Yoram,14.0,male,1.0,'jɔː rʌm,10,2.0
Margaritis,14.0,male,1.0,,,
Muireann,14.0,female,1.0,,,
Børge,14.0,male,1.0,,,
Mouad,14.0,male,1.0,,,
Selvi,14.0,female,0.93,,,
Tudor,14.0,male,0.93,'tuː dɛː,10,2.0
Pavlina,14.0,female,1.0,,,
Insa,14.0,female,1.0,,,
Chitra,14.0,female,1.0,'ʧɪ trə,10,2.0
Yoh,14.0,male,1.0,'joʊ,1,1.0
Sumin,14.0,female,0.93,,,
Chidi,14.0,male,0.93,,,
Przemysław,14.0,male,1.0,,,
Heinrich,14.0,male,1.0,'haɪn rɪk,10,2.0
Radoslav,14.0,male,1.0,,,
Raimondo,14.0,male,1.0,`reɪ 'mɑn doʊ,110,3.0
Jency,14.0,female,1.0,,,
Rohith,14.0,male,1.0,,,
Heide,14.0,female,1.0,'haɪd,1,1.0
Abdelghani,14.0,male,1.0,,,
Mukund,14.0,male,1.0,,,
Bindi,14.0,female,0.93,,,
Anmol,14.0,male,0.86,,,
Brandee,14.0,female,1.0,,,
Nedra,13.0,female,1.0,,,
Manas,13.0,male,0.77,'mɑ nəz,10,2.0
Lalita,13.0,female,1.0,lə 'liː tʌ,010,3.0
Nazanin,13.0,female,1.0,,,
Pepper,13.0,female,0.54,'pɛ pɛː,10,2.0
Sash,13.0,female,0.92,'sæʃ,1,1.0
Hanadi,13.0,female,1.0,,,
Kaili,13.0,female,1.0,,,
Ayat,13.0,female,0.85,,,
Lincy,13.0,female,0.92,,,
Heloisa,13.0,female,1.0,'hɛ lɔɪ sʌ,100,3.0
Sally-Ann,13.0,female,1.0,,,
Libing,13.0,female,1.0,,,
Helmy,13.0,male,0.92,,,
Glendon,13.0,male,1.0,'glɛn doʊn,10,2.0
Valmir,13.0,male,1.0,,,
Jean-Denis,13.0,male,1.0,,,
Liene,13.0,female,1.0,,,
Aravinthan,13.0,male,0.92,,,
Rivka,13.0,female,1.0,,,
Minami,13.0,female,1.0,miː 'nɑ miː,010,3.0
Pier-Luc,13.0,male,1.0,,,
Tsvetelina,13.0,female,1.0,,,
Jacinto,13.0,male,1.0,ʤə 'sɪn toʊ,010,3.0
Maxie,13.0,male,0.85,'mæk siː,10,2.0
Navdeep,13.0,male,0.85,,,
Taeko,13.0,female,1.0,,,
Piret,13.0,female,1.0,,,
Virna,13.0,female,1.0,'vɛː nʌ,10,2.0
Franci,13.0,male,0.62,,,
Luciene,13.0,female,1.0,,,
Sharika,13.0,female,1.0,,,
Ronn,13.0,male,1.0,'ɹɑ,1,1.0
Majella,13.0,female,1.0,,,
Marja-Liisa,13.0,female,1.0,,,
Salahuddin,13.0,male,1.0,,,
Darshana,13.0,female,0.54,,,
Nuzhat,13.0,female,1.0,,,
Manohar,13.0,male,1.0,,,
Arri,13.0,male,0.92,,,
Munna,13.0,male,0.92,,,
Basant,13.0,male,0.54,,,
Anyi,13.0,female,1.0,,,
Halide,13.0,female,1.0,'hæ `laɪd,11,2.0
Hardy,13.0,male,0.85,'hɑr diː,10,2.0
Eula,13.0,female,1.0,'juː lə,10,2.0
Kahori,13.0,female,1.0,,,
Pinakin,13.0,male,1.0,,,
Apurva,13.0,female,0.62,,,
Masayo,13.0,female,1.0,,,
Kimo,13.0,male,1.0,,,
Rajita,13.0,female,1.0,,,
Emery,13.0,male,0.85,'ɛ mɛː iː,100,3.0
Darran,13.0,male,1.0,,,
Uschi,13.0,female,1.0,,,
Rade,13.0,male,1.0,,,
Nnamdi,13.0,male,1.0,,,
Julee,13.0,female,1.0,,,
Sirintip,13.0,female,1.0,,,
Merritt,13.0,male,0.54,'mɛ rɪt,10,2.0
Dipa,13.0,female,0.85,,,
Morteza,13.0,male,1.0,,,
Cale,13.0,male,1.0,'keɪl,1,1.0
Hee,13.0,female,0.62,'hiː,1,1.0
Dunia,13.0,female,1.0,,,
Kedar,13.0,male,1.0,'kiː dɛː,10,2.0
Souleymane,13.0,male,1.0,,,
Satoshi,13.0,male,1.0,sɑ 'toʊ ʃiː,010,3.0
Lusine,13.0,female,1.0,,,
Nishan,13.0,male,1.0,,,
Solenn,13.0,female,1.0,'səʊ lʌ,10,2.0
Girts,13.0,male,1.0,,,
Niket,13.0,male,1.0,,,
Gregorius,13.0,male,1.0,ɡɹɛ 'ɡɔː ɹɪ ʌ,0100,4.0
Hadley,13.0,female,0.77,'hæd liː,10,2.0
Kujtim,13.0,male,0.92,,,
Elnaz,13.0,female,1.0,,,
Mujtaba,13.0,male,1.0,,,
Cintya,13.0,female,1.0,,,
Kanishka,13.0,male,0.77,,,
Nouha,13.0,female,1.0,,,
Hiten,13.0,male,1.0,,,
Anna-Maria,13.0,female,1.0,,,
Almira,13.0,female,1.0,ɑl 'mɪ rə,010,3.0
Ananya,13.0,female,1.0,,,
Elson,13.0,male,0.92,'ɛl sən,10,2.0
Soe,13.0,male,0.77,'səʊ,1,1.0
Timea,13.0,female,1.0,,,
Sampson,13.0,male,1.0,'sæmp sən,10,2.0
Tendai,13.0,male,0.92,,,
María,13.0,female,1.0,,,
Marien,13.0,female,0.85,'mɛ riːn,10,2.0
Ejike,13.0,male,1.0,,,
Lindsy,13.0,female,1.0,,,
Cecylia,13.0,female,1.0,,,
Argelia,13.0,female,1.0,,,
Lucilene,13.0,female,1.0,,,
Wilbur,13.0,male,1.0,'wɪl bɛː,10,2.0
Fateh,13.0,male,1.0,,,
Angels,13.0,female,0.85,'eɪn ʤəlz,10,2.0
Neetika,13.0,female,1.0,,,
Kan,13.0,male,0.69,'kæn,1,1.0
Sayan,13.0,male,1.0,,,
Jarda,13.0,male,1.0,,,
Venu,13.0,male,1.0,,,
Betzaida,13.0,female,1.0,,,
Nathanial,13.0,male,1.0,,,
Maysa,13.0,female,1.0,,,
Girolamo,13.0,male,1.0,ʤɪ roʊ 'lɑ moʊ,0010,4.0
Rustam,13.0,male,1.0,,,
Shekhar,13.0,male,1.0,,,
Blaire,13.0,female,1.0,,,
Reinette,13.0,female,1.0,,,
Solfrid,13.0,female,1.0,,,
Mudassar,13.0,male,1.0,,,
Punit,13.0,male,1.0,,,
Jimmi,13.0,male,1.0,,,
Zdravko,13.0,male,1.0,,,
Fahmida,13.0,female,1.0,,,
Elize,13.0,female,1.0,,,
Liong,13.0,female,0.85,,,
Gunvor,13.0,female,1.0,,,
Say,13.0,male,0.54,'seɪ,1,1.0
Stratos,13.0,male,1.0,,,
Gülistan,13.0,female,1.0,,,
Chacha,13.0,female,0.85,,,
Abdelaziz,13.0,male,1.0,,,
Jaymie,13.0,female,1.0,,,
Joshy,13.0,male,0.85,,,
Vânia,13.0,female,1.0,,,
Eta,13.0,female,0.85,,,
Marie-Aude,13.0,female,1.0,,,
Evangelos,13.0,male,1.0,,,
Surender,13.0,male,1.0,'ʃʊən dʌ,10,2.0
Ginevra,13.0,female,1.0,ʤɪ 'nɛv rə,010,3.0
Yazid,13.0,male,1.0,,,
Nikolaus,13.0,male,1.0,'nɪ kə laʊz,100,3.0
Aniruddha,13.0,male,1.0,,,
Klaas,13.0,male,1.0,'klɑs,1,1.0
Abdu,13.0,male,1.0,,,
Ann-Christin,13.0,female,1.0,,,
Darron,13.0,male,1.0,,,
Kinan,13.0,male,0.85,,,
Rafic,13.0,male,1.0,,,
Diem,13.0,female,0.85,'diːm,1,1.0
Nezha,13.0,female,1.0,,,
Shaheena,13.0,female,1.0,,,
Ramez,13.0,male,1.0,,,
Abdulmohsen,13.0,male,1.0,,,
Hikaru,13.0,female,0.62,,,
Shanika,13.0,female,0.92,,,
Kayoko,13.0,female,1.0,,,
Kirstine,13.0,female,1.0,,,
Urška,13.0,female,1.0,,,
Ngai,13.0,male,0.77,'gaɪ,1,1.0
Celene,13.0,female,1.0,'ʧɛ liːn,10,2.0
Bevan,13.0,male,0.92,'bɛ vən,10,2.0
Kasra,13.0,male,1.0,,,
Fenella,13.0,female,1.0,fɛ 'nɛ lə,010,3.0
Toke,13.0,male,1.0,,,
Lie,13.0,male,0.54,'laɪ,1,1.0
Nomi,13.0,female,0.62,'noʊ miː,10,2.0
Fesih,13.0,male,1.0,,,
Ifeoma,13.0,female,1.0,,,
Mukti,13.0,male,0.69,,,
Noyan,13.0,male,1.0,,,
Chay,13.0,male,0.85,,,
Freek,13.0,male,1.0,'fɹi,1,1.0
Emiel,13.0,male,1.0,,,
Ersoy,13.0,male,1.0,,,
Jeromy,13.0,male,1.0,,,
Marlys,13.0,female,1.0,'mɑr liːz,10,2.0
Jame,13.0,male,0.85,'dʒeɪ,1,1.0
Christèle,13.0,female,1.0,,,
Effat,13.0,female,0.62,,,
Ateş,13.0,male,0.92,,,
Münir,13.0,male,0.92,,,
Gülsen,13.0,female,1.0,,,
Silky,13.0,female,0.92,'sɪl kiː,10,2.0
Dovilė,13.0,female,1.0,,,
Covadonga,13.0,female,1.0,,,
Matea,13.0,female,1.0,,,
Violaine,13.0,female,1.0,,,
Cosima,13.0,female,1.0,koʊ 'siː mə,010,3.0
Saam,13.0,female,0.69,'sɑm,1,1.0
Magi,13.0,female,0.85,'meɪ ʤaɪ,10,2.0
Rossano,13.0,male,0.92,roʊ 'sɑ noʊ,010,3.0
Maiken,13.0,female,1.0,,,
Ainslie,13.0,female,1.0,'eɪnz liː,10,2.0
Lamya,13.0,female,1.0,,,
Nadira,13.0,female,0.92,,,
Haji,13.0,male,1.0,,,
Tadashi,13.0,male,1.0,`tɑ 'dɑ ʃiː,110,3.0
Lauro,13.0,male,1.0,'lɔː roʊ,10,2.0
Sanjit,13.0,male,0.85,,,
Rajender,13.0,male,1.0,,,
Kais,13.0,male,1.0,'kaɪ,1,1.0
Ghazi,13.0,male,1.0,,,
Daron,13.0,male,1.0,,,
Jonn,13.0,male,1.0,'ʤɑn,1,1.0
Gorka,13.0,male,1.0,'gɔːr kə,10,2.0
Kaeli,13.0,female,1.0,,,
Danh,13.0,male,1.0,,,
Pen,13.0,female,0.77,'pɛn,1,1.0
Diva,13.0,female,1.0,'diː və,10,2.0
Marjolijn,13.0,female,1.0,,,
Juergen,13.0,male,1.0,'jɛː gən,10,2.0
Evgeniy,13.0,male,1.0,,,
Haidar,13.0,male,0.92,'heɪ dʌ,10,2.0
Gowri,13.0,female,0.77,,,
Polat,13.0,male,1.0,,,
Xiang,13.0,male,0.62,,,
Gilson,13.0,male,1.0,'gɪl sən,10,2.0
Sayeed,13.0,male,0.92,,,
Teck,13.0,male,1.0,'tɛk,1,1.0
Eldar,13.0,male,1.0,'ɛl `dɑr,11,2.0
Anet,13.0,female,1.0,,,
Marylène,13.0,female,1.0,,,
Orietta,13.0,female,0.92,,,
Gehan,13.0,female,1.0,'dʒɛ hʌ,10,2.0
Adrienn,13.0,female,1.0,,,
Calogero,13.0,male,1.0,kɑ loʊ 'ʤɛ roʊ,0010,4.0
Nikoletta,13.0,female,1.0,,,
Magnús,13.0,male,1.0,,,
Ajmal,13.0,male,0.92,,,
Suha,13.0,female,1.0,,,
Loki,13.0,female,0.62,,,
Arkadiy,13.0,male,1.0,,,
Sushmita,13.0,female,1.0,,,
Ashfaque,13.0,male,1.0,,,
Mayu,13.0,female,0.92,,,
Harlan,13.0,male,1.0,'hɑr lən,10,2.0
Yancy,13.0,female,0.77,'jæn siː,10,2.0
Siro,13.0,male,1.0,,,
Aristides,13.0,male,1.0,,,
Munirah,13.0,female,1.0,,,
Müjdat,13.0,male,1.0,,,
Landis,13.0,male,0.77,'læn dɪs,10,2.0
Bhupendra,13.0,male,1.0,,,
Deloris,13.0,female,1.0,'dɛ lɛː ɪs,100,3.0
Safwan,13.0,male,1.0,,,
Arvid,13.0,male,1.0,'ɑr vɪd,10,2.0
