name,count,gender,probability,IPA,IPA_stress,n_syllables
Nadège,108.0,female,1.0,,,
Carmelo,108.0,male,0.98,kɑr 'mɛ loʊ,010,3.0
Héloïse,108.0,female,1.0,,,
Alia,108.0,female,0.99,,,
Brice,108.0,male,1.0,'braɪs,1,1.0
Andreia,108.0,female,0.99,,,
Nida,108.0,female,0.95,'niː də,10,2.0
Fay,108.0,female,0.98,'feɪ,1,1.0
Kamila,108.0,female,1.0,,,
Edoardo,108.0,male,0.99,`ɛ 'dwɑr doʊ,110,3.0
Ania,108.0,female,0.97,,,
Eslam,108.0,male,0.97,,,
Amrita,108.0,female,1.0,,,
Tee,108.0,male,0.53,'tiː,1,1.0
Wouter,108.0,male,1.0,,,
Rishi,108.0,male,1.0,,,
Jiří,108.0,male,1.0,,,
Anuj,108.0,male,1.0,,,
Yesim,108.0,female,0.99,,,
Carmela,108.0,female,1.0,kɑr 'mɛ lə,010,3.0
Darius,108.0,male,0.98,dɛː 'aɪ əs,010,3.0
Momo,108.0,male,0.63,,,
Timmy,107.0,male,0.95,'tɪ miː,10,2.0
Uriel,107.0,male,0.99,'jʊə ɹi ʌ,100,3.0
Görkem,107.0,male,0.92,,,
Dania,107.0,female,0.96,'deɪ njə,10,2.0
Lukáš,107.0,male,1.0,,,
Sidney,107.0,male,0.76,'sɪd niː,10,2.0
Mateo,107.0,male,1.0,mɑ 'teɪ oʊ,010,3.0
Susi,107.0,female,1.0,'suː siː,10,2.0
Ilknur,107.0,female,0.99,,,
Ganesh,107.0,male,1.0,'ɡeɪ nʌʃ,10,2.0
Emin,107.0,male,0.99,,,
Lala,107.0,female,0.96,'lɑ lə,10,2.0
Béatrice,107.0,female,1.0,,,
Carolin,107.0,female,1.0,,,
Thérèse,107.0,female,1.0,'θeɪ ɹi,10,2.0
Andreina,107.0,female,1.0,,,
Maddy,107.0,female,0.95,'mæ diː,10,2.0
Suraj,107.0,male,0.99,,,
Heidy,106.0,female,1.0,,,
Sadie,106.0,female,1.0,'sæ diː,10,2.0
Neeraj,106.0,male,0.97,,,
Vitor,106.0,male,1.0,,,
Pramod,106.0,male,1.0,,,
Frederik,106.0,male,0.98,,,
Mattias,106.0,male,1.0,'mæ ʃəz,10,2.0
Mayte,106.0,female,0.95,,,
Saeed,106.0,male,1.0,sɑ 'iːd,01,2.0
Farhan,106.0,male,1.0,,,
Tomi,106.0,male,0.92,,,
Nathaly,106.0,female,1.0,,,
Neslihan,106.0,female,1.0,,,
Vikas,106.0,male,1.0,,,
Inga,106.0,female,0.99,'iːŋ gə,10,2.0
Asmaa,106.0,female,0.97,,,
Maher,106.0,male,1.0,'mɑr,1,1.0
Manda,106.0,female,0.97,'mæn də,10,2.0
Milica,105.0,female,0.99,,,
Natalya,105.0,female,1.0,,,
Deanne,105.0,female,1.0,,,
Petri,105.0,male,0.99,'pɛ triː,10,2.0
DeAnne,105.0,female,1.0,,,
Véronique,105.0,female,1.0,,,
Sevda,105.0,female,0.95,,,
Rima,105.0,female,1.0,'riː mə,10,2.0
Jean-Luc,105.0,male,1.0,,,
Thaís,105.0,female,1.0,,,
Eduard,105.0,male,1.0,'ɛ dwɛːd,10,2.0
Marge,105.0,female,1.0,'mɑrʤ,1,1.0
Reena,105.0,female,1.0,,,
Sukru,105.0,male,0.99,'sʊ kruː,10,2.0
Ludivine,105.0,female,1.0,,,
Amélie,105.0,female,1.0,,,
Moses,105.0,male,0.9,'moʊ zəs,10,2.0
Jesica,105.0,female,1.0,,,
Sri,104.0,female,0.56,'ʃriː,1,1.0
Nuri,104.0,male,0.8,,,
Wing,104.0,female,0.74,'wɪŋ,1,1.0
Kathrin,104.0,female,1.0,'kæ θɹɪ,10,2.0
Hoda,104.0,female,1.0,,,
Josef,104.0,male,0.99,'ʤoʊ səf,10,2.0
Agung,104.0,male,0.99,,,
Oskar,104.0,male,1.0,'ɔː skɛː,10,2.0
Mats,104.0,male,1.0,'mæts,1,1.0
Pelin,104.0,female,0.99,,,
Celal,104.0,male,1.0,,,
Colton,104.0,male,1.0,'koʊl tən,10,2.0
Matilda,104.0,female,1.0,mə 'tɪl də,010,3.0
Farzana,104.0,female,1.0,,,
Margaux,104.0,female,0.99,mɑr 'goʊ,01,2.0
Reyna,104.0,female,1.0,'reɪ nʌ,10,2.0
Piero,104.0,male,0.99,'piː roʊ,10,2.0
Feyza,104.0,female,1.0,,,
Yogesh,104.0,male,1.0,,,
Nir,103.0,male,0.99,'nɪr,1,1.0
Anni,103.0,female,0.98,,,
Angus,103.0,male,0.96,'æŋ gəs,10,2.0
Avi,103.0,male,0.77,'ɑ viː,10,2.0
Lilia,103.0,female,1.0,'liː liː ə,100,3.0
Heli,103.0,female,0.98,,,
Wilmer,103.0,male,0.97,'wɪl mɛː,10,2.0
Tuncay,103.0,male,1.0,,,
Shan,103.0,female,0.69,'ʃæn,1,1.0
Ilyas,103.0,male,0.99,,,
Haitham,103.0,male,0.99,,,
Darin,103.0,male,0.98,'dæ rɪn,10,2.0
Elisha,103.0,female,0.94,'ɛ lɪ ʃə,100,3.0
Naveed,103.0,male,0.99,,,
Meltem,103.0,female,0.98,,,
Maricel,103.0,female,0.99,,,
Daiana,103.0,female,1.0,,,
Mohan,103.0,male,1.0,'moʊ hɑn,10,2.0
Tyrone,103.0,male,1.0,`taɪ 'roʊn,11,2.0
Giuliano,103.0,male,1.0,`ʤuː liː 'ɑ noʊ,1010,4.0
Banu,102.0,female,0.95,,,
Ekrem,102.0,male,1.0,,,
Yessica,102.0,female,1.0,,,
Tiina,102.0,female,1.0,,,
Johnathan,102.0,male,0.99,,,
Cori,102.0,female,0.92,,,
Zaid,102.0,male,1.0,'zeɪd,1,1.0
Usman,102.0,male,0.99,,,
Manolo,102.0,male,1.0,,,
Begüm,102.0,female,0.99,,,
Emerson,102.0,male,0.99,'ɛ mɛː sən,100,3.0
Leona,102.0,female,1.0,'liː oʊ nʌ,100,3.0
Carter,102.0,male,0.92,'kɑr tɛː,10,2.0
Millie,102.0,female,1.0,'mɪ liː,10,2.0
Gitte,102.0,female,1.0,,,
Clement,102.0,male,1.0,'klɛ mənt,10,2.0
Diogo,102.0,male,0.99,,,
Marti,102.0,female,0.81,'mɑr tiː,10,2.0
Yulia,102.0,female,0.99,,,
Yana,102.0,female,0.91,,,
Xiao,102.0,female,0.74,'ʒaʊ,1,1.0
Firas,102.0,male,1.0,,,
Didem,101.0,female,1.0,,,
Ollie,101.0,male,0.91,'ɑ liː,10,2.0
Lavinia,101.0,female,0.99,lə 'vɪ njə,010,3.0
Chang,101.0,male,0.63,'ʧæŋ,1,1.0
Caner,101.0,male,0.99,,,
Eka,101.0,female,0.61,'ɛ kə,10,2.0
Lucio,101.0,male,1.0,'luː siː oʊ,100,3.0
Ira,101.0,female,0.76,'aɪ rə,10,2.0
Georgie,101.0,female,0.88,'ʤɔːr ʤiː,10,2.0
Terrie,101.0,female,1.0,'tɛ riː,10,2.0
Tonia,101.0,female,1.0,'toʊ niː ə,100,3.0
Samara,101.0,female,0.97,'sæ mɛː ə,100,3.0
Hari,101.0,male,0.94,'hɑ riː,10,2.0
Cathrine,101.0,female,1.0,,,
Samia,101.0,female,0.98,,,
Els,101.0,female,0.99,'ɛlz,1,1.0
Hussain,101.0,male,1.0,huː 'seɪn,01,2.0
Verena,101.0,female,1.0,vɛː 'eɪ nʌ,010,3.0
Leroy,101.0,male,1.0,'liː `rɔɪ,11,2.0
Yanina,101.0,female,0.98,,,
Taha,101.0,male,0.99,,,
Savaş,101.0,male,0.99,,,
Jignesh,101.0,male,0.99,,,
Dima,101.0,male,0.61,,,
LeRoy,101.0,male,1.0,'liː `rɔɪ,11,2.0
Ziad,100.0,male,0.99,'ziː æd,10,2.0
Aris,100.0,male,0.89,ɛː 'iːs,01,2.0
Shea,100.0,female,0.68,'ʃeɪ,1,1.0
Jed,100.0,male,0.93,'ʤɛd,1,1.0
Eline,100.0,female,1.0,'ɛ laɪn,10,2.0
Colby,100.0,male,0.8,'koʊl biː,10,2.0
Hendra,100.0,male,0.98,'hɛn drə,10,2.0
Anneli,100.0,female,1.0,,,
Alejo,100.0,male,1.0,ɑ 'leɪ joʊ,010,3.0
Noha,100.0,female,0.98,,,
Hui,100.0,female,0.79,'huː ɪ,10,2.0
Mansour,100.0,male,1.0,'mæn sɛː,10,2.0
Carmine,100.0,male,0.98,'kɑr mən,10,2.0
Nathalia,100.0,female,1.0,nʌ 'θæ liː ə,0100,4.0
Thibault,100.0,male,0.96,θɪ 'boʊ,01,2.0
Turan,100.0,male,0.99,,,
Anika,100.0,female,1.0,,,
Budi,100.0,male,1.0,,,
Manal,99.0,female,1.0,,,
Layla,99.0,female,0.99,,,
Jami,99.0,female,0.85,'ʤeɪ miː,10,2.0
Mica,99.0,female,0.95,'maɪ kə,10,2.0
Bridgette,99.0,female,1.0,'brɪ ʤɪt,10,2.0
Ric,99.0,male,1.0,'rɪk,1,1.0
Clark,99.0,male,1.0,'klɑrk,1,1.0
Deepa,99.0,female,1.0,,,
Rosalie,99.0,female,1.0,'roʊ zʌ liː,100,3.0
Saif,99.0,male,0.97,`sɑ 'iːf,11,2.0
Hande,99.0,female,0.98,,,
Mahesh,99.0,male,1.0,mə 'hɛʃ,01,2.0
Mourad,99.0,male,1.0,'muː ræd,10,2.0
Adina,99.0,female,1.0,ɑ 'diː nʌ,010,3.0
Asia,99.0,female,0.99,'eɪ ʒə,10,2.0
Koray,99.0,male,1.0,,,
Rowena,99.0,female,0.99,roʊ 'iː nʌ,010,3.0
Staci,98.0,female,0.99,,,
Matti,98.0,male,0.97,,,
Dallas,98.0,male,0.84,'dæ ləs,10,2.0
Britney,98.0,female,1.0,,,
Gustav,98.0,male,0.78,'gʊ stɑf,10,2.0
Thibaut,98.0,male,0.99,,,
Çağlar,98.0,male,0.99,,,
Huda,98.0,female,0.99,,,
Mollie,98.0,female,1.0,'mɑ liː,10,2.0
Rogelio,98.0,male,1.0,roʊ 'giː liː oʊ,0100,4.0
Sacha,98.0,male,0.64,'sæ ʧə,10,2.0
Gerson,98.0,male,1.0,'ʤɛː sən,10,2.0
Nanette,98.0,female,1.0,nʌ 'nɛt,01,2.0
Fadi,98.0,male,0.98,,,
Yoko,98.0,female,0.96,'joʊ koʊ,10,2.0
Odette,98.0,female,1.0,`oʊ 'dɛt,11,2.0
Jhonny,98.0,male,0.99,,,
Aura,98.0,female,0.98,'ɔː rə,10,2.0
Myles,98.0,male,1.0,'maɪlz,1,1.0
Jin,98.0,male,0.56,'ʤɪn,1,1.0
Alistair,98.0,male,1.0,'æ lɪ `stɛr,101,3.0
Kirstie,98.0,female,1.0,'kɛː stiː,10,2.0
San,98.0,male,0.51,'sæn,1,1.0
Hank,98.0,male,1.0,'hæŋk,1,1.0
Marjan,97.0,female,0.76,,,
Gürkan,97.0,male,1.0,,,
Efraín,97.0,male,1.0,,,
Jacek,97.0,male,0.99,'ʤɑ `ʧɛk,11,2.0
Tino,97.0,male,1.0,'tiː noʊ,10,2.0
Mariella,97.0,female,1.0,,,
Bastien,97.0,male,1.0,'bæ stən,10,2.0
Juha,97.0,male,1.0,,,
Eko,97.0,male,0.99,'ɛ koʊ,10,2.0
Gaetan,97.0,male,1.0,,,
Miroslav,97.0,male,1.0,'mɪ rə slɑv,100,3.0
Nerea,97.0,female,1.0,nʌ 'ɹeɪ ʌ,010,3.0
Kyla,97.0,female,1.0,,,
Chong,97.0,male,0.62,'ʧɔːŋ,1,1.0
Ernie,97.0,male,0.94,'ɛː niː,10,2.0
Maud,97.0,female,1.0,'mɔːd,1,1.0
Marie-Claude,97.0,female,1.0,,,
Soner,97.0,male,1.0,'səʊ nʌ,10,2.0
Katherin,97.0,female,0.98,,,
Ronaldo,97.0,male,1.0,,,
Reyhan,97.0,female,0.99,,,
Lucky,97.0,male,0.87,'lə kiː,10,2.0
Stefany,97.0,female,0.97,,,
Dede,97.0,male,0.53,'diːd,1,1.0
Zainab,96.0,female,1.0,,,
Dilara,96.0,female,1.0,,,
Giovanny,96.0,male,0.99,,,
Domingo,96.0,male,1.0,doʊ 'mɪŋ goʊ,010,3.0
Lexie,96.0,female,0.98,'lɛk siː,10,2.0
Indira,96.0,female,0.98,ɪn 'dɪ rə,010,3.0
Safa,96.0,female,0.66,,,
Krzysztof,96.0,male,1.0,'kraɪ stɔːf,10,2.0
Jair,96.0,male,1.0,'dʒəː,1,1.0
Ivette,96.0,female,0.99,,,
Baptiste,96.0,male,0.99,bʌp 'tɪst,01,2.0
Nahuel,96.0,male,1.0,,,
Wim,96.0,male,0.99,,,
Regan,96.0,female,0.57,'riː gən,10,2.0
Sheree,96.0,female,1.0,ʃɛː 'iː,01,2.0
Jeannine,96.0,female,1.0,,,
Marcie,96.0,female,1.0,'mɑr kiː,10,2.0
Nicolette,96.0,female,1.0,`nɪ kə 'lɛt,101,3.0
Brock,96.0,male,1.0,'brɑk,1,1.0
Göran,96.0,male,1.0,,,
Reggie,96.0,male,0.96,'rɛ ʤiː,10,2.0
Landon,96.0,male,0.98,'læn dən,10,2.0
Geir,96.0,male,1.0,,,
Jani,96.0,male,0.81,'jɑ niː,10,2.0
Hal,96.0,male,0.97,'hæl,1,1.0
Marcelle,96.0,female,1.0,mɑr 'sɛl,01,2.0
Luka,96.0,male,0.95,'luː kə,10,2.0
Vittorio,96.0,male,1.0,viː 'tɔː riː oʊ,0100,4.0
Fabricio,96.0,male,1.0,fæ 'bɹɪ sɪ `əʊ,0101,4.0
Marieke,96.0,female,1.0,,,
Rio,95.0,male,0.73,'riː oʊ,10,2.0
Belgin,95.0,female,0.99,,,
Amel,95.0,female,0.91,,,
Bryant,95.0,male,0.99,'braɪ ənt,10,2.0
Rhea,95.0,female,1.0,'riː ə,10,2.0
Marit,95.0,female,1.0,,,
Nolan,95.0,male,1.0,'noʊ lən,10,2.0
Arjun,95.0,male,1.0,,,
Romy,95.0,female,0.73,,,
Muharrem,95.0,male,1.0,,,
Wolfgang,95.0,male,1.0,'wʊlf `gæŋ,11,2.0
Anup,95.0,male,0.99,,,
Tejas,95.0,male,1.0,'tiː ʤəs,10,2.0
Yuly,94.0,female,0.99,,,
Aynur,94.0,female,1.0,,,
Jyoti,94.0,female,0.91,,,
Karsten,94.0,male,1.0,'kɑr stən,10,2.0
Fırat,94.0,male,1.0,,,
Shayna,94.0,female,1.0,,,
Indah,94.0,female,0.99,,,
Joanie,94.0,female,1.0,,,
Harrison,94.0,male,1.0,'hɛ rɪ sən,100,3.0
Deana,94.0,female,1.0,`diː 'æ nʌ,110,3.0
Linn,94.0,female,0.98,'lɪn,1,1.0
Kathrine,94.0,female,1.0,'kæ θɹi,10,2.0
Maren,94.0,female,0.99,,,
Loredana,94.0,female,1.0,,,
Naresh,94.0,male,1.0,,,
Jacquelyn,94.0,female,1.0,'ʤæ kwɪ lɪn,100,3.0
Margo,94.0,female,0.96,'mɑr goʊ,10,2.0
Tereza,94.0,female,0.99,tɛː 'eɪ zʌ,010,3.0
Raju,94.0,male,0.99,'rɑ juː,10,2.0
Aleksander,94.0,male,1.0,`æ ləg 'zæn dɛː,1010,4.0
Jaroslav,94.0,male,1.0,,,
Vinod,94.0,male,1.0,,,
Xavi,94.0,male,1.0,,,
Goran,94.0,male,1.0,,,
Letizia,93.0,female,1.0,lɛ 'tiː ziː ə,0100,4.0
Nicolai,93.0,male,1.0,niː koʊ 'lɑ iː,0010,4.0
Arron,93.0,male,0.99,,,
Surya,93.0,male,0.71,,,
Kali,93.0,female,0.9,,,
Faraz,93.0,male,1.0,,,
Cüneyt,93.0,male,1.0,,,
Yang,93.0,male,0.65,'jæŋ,1,1.0
Bojan,93.0,male,1.0,,,
Mukesh,93.0,male,1.0,,,
Bernice,93.0,female,1.0,bɛː 'niːs,01,2.0
Songül,93.0,female,1.0,,,
Saul,93.0,male,0.99,'sɔːl,1,1.0
Meral,93.0,female,0.97,,,
Athena,93.0,female,1.0,ə 'θiː nʌ,010,3.0
Cristopher,93.0,male,1.0,,,
Keisha,93.0,female,1.0,,,
Gaynor,93.0,female,1.0,'geɪ nɛː,10,2.0
Torsten,93.0,male,1.0,'tɔːr stən,10,2.0
Shira,93.0,female,1.0,'ʃɪ rə,10,2.0
Çetin,93.0,male,1.0,,,
Mônica,93.0,female,1.0,,,
Keegan,93.0,male,0.69,'kiː gən,10,2.0
Clifford,93.0,male,1.0,'klɪ fɛːd,10,2.0
Habib,93.0,male,0.98,hə 'biːb,01,2.0
Hong,93.0,male,0.51,'hɔːŋ,1,1.0
Liane,93.0,female,1.0,liː 'æn,01,2.0
Wally,92.0,male,0.93,'wɔː liː,10,2.0
Tove,92.0,female,1.0,,,
Joycelyn,92.0,female,1.0,'ʤɔɪ `slɪn,11,2.0
Caitlyn,92.0,female,1.0,,,
Géraldine,92.0,female,1.0,,,
Sammi,92.0,female,0.93,,,
Itzel,92.0,female,1.0,,,
Lianne,92.0,female,1.0,liː 'æn,01,2.0
Ava,92.0,female,0.99,'eɪ və,10,2.0
Liana,92.0,female,0.99,liː 'ɑ nʌ,010,3.0
Akshay,92.0,male,1.0,,,
Anwar,92.0,male,0.95,'æn wɑr,10,2.0
Chance,92.0,male,0.97,'ʧæns,1,1.0
Harley,92.0,male,0.77,'hɑr liː,10,2.0
Haris,92.0,male,1.0,'hɑ riːs,10,2.0
Shani,92.0,female,0.91,,,
Moira,92.0,female,1.0,'mɔɪ rə,10,2.0
Ulrika,92.0,female,1.0,,,
Mihaela,92.0,female,1.0,,,
Shadi,92.0,male,0.64,,,
Xiomara,92.0,female,1.0,,,
Rocco,92.0,male,1.0,'rɑ koʊ,10,2.0
Cristhian,92.0,male,0.99,,,
Senol,92.0,male,1.0,,,
Klaudia,92.0,female,1.0,,,
Helga,92.0,female,1.0,'hɛl gə,10,2.0
Paddy,91.0,male,0.89,'pæ diː,10,2.0
Jocelyne,91.0,female,1.0,'ʤɔː `slɪn,11,2.0
Issa,91.0,male,0.69,'ɪ sə,10,2.0
Tran,91.0,male,0.58,'træn,1,1.0
Herbert,91.0,male,1.0,'hɛː bɛːt,10,2.0
Isabela,91.0,female,0.99,,,
Bertha,91.0,female,0.99,'bɛː θə,10,2.0
Rajeev,91.0,male,1.0,,,
Aysun,91.0,female,0.97,,,
Josep,91.0,male,1.0,,,
Agata,91.0,female,0.99,,,
Reginald,91.0,male,0.99,'rɛ ʤə nəld,100,3.0
Lida,91.0,female,1.0,'liː də,10,2.0
Lincoln,91.0,male,0.98,'lɪŋ kən,10,2.0
Sushil,91.0,male,0.99,,,
Sandie,91.0,female,0.98,'sæn diː,10,2.0
Cassidy,91.0,female,0.89,'kæ sɪ diː,100,3.0
Kapil,91.0,male,1.0,,,
Jacki,91.0,female,0.97,'ʤæ kiː,10,2.0
Karmen,91.0,female,1.0,,,
Apple,91.0,female,0.81,'æ pəl,10,2.0
Suat,91.0,male,0.99,,,
Serene,91.0,female,1.0,sɛː 'iːn,01,2.0
Karoline,91.0,female,0.98,'kɛ rə `laɪn,101,3.0
Cemal,91.0,male,0.99,,,
Kath,91.0,female,1.0,'kæθ,1,1.0
Saskia,90.0,female,1.0,,,
Tahir,90.0,male,1.0,,,
Anibal,90.0,male,0.98,'æ nɪ bəl,100,3.0
Miia,90.0,female,1.0,,,
Hamdi,90.0,male,0.99,,,
Jae,90.0,male,0.58,'ʤeɪ,1,1.0
Braden,90.0,male,1.0,'breɪ dən,10,2.0
Femke,90.0,female,1.0,,,
Suki,90.0,female,0.88,'suː kiː,10,2.0
Cortney,90.0,female,0.73,,,
Rosalba,90.0,female,1.0,,,
Kavitha,90.0,female,1.0,,,
Tammie,90.0,female,1.0,'tæ miː,10,2.0
Doğan,90.0,male,0.97,,,
Justyna,90.0,female,1.0,,,
Liliane,90.0,female,1.0,lɪ liː 'æn,001,3.0
Otto,90.0,male,1.0,'ɑ `toʊ,11,2.0
Alastair,90.0,male,1.0,'æ lə `stɛr,101,3.0
Ary,90.0,female,0.72,'ɛ riː,10,2.0
Koen,90.0,male,0.99,'koʊn,1,1.0
Halim,90.0,male,0.99,,,
Jordyn,90.0,female,0.98,,,
Marisela,90.0,female,1.0,,,
Yoann,90.0,male,1.0,,,
Karel,90.0,male,0.92,'kɛ rəl,10,2.0
Ela,90.0,female,0.96,'ɛ lə,10,2.0
Alireza,90.0,male,1.0,,,
Greer,90.0,female,1.0,'grɪr,1,1.0
Nor,90.0,female,0.64,nɔːr,0,1.0
Ronda,90.0,female,0.99,'rɑn də,10,2.0
Gilda,89.0,female,1.0,'gɪl də,10,2.0
Vita,89.0,female,0.99,'vaɪ tʌ,10,2.0
Casper,89.0,male,0.99,'kæ spɛː,10,2.0
Nabeel,89.0,male,1.0,,,
Tegan,89.0,female,1.0,'ti ɡʌ,10,2.0
Sai,89.0,male,0.65,'saɪ,1,1.0
Erwan,89.0,male,0.99,,,
Merry,89.0,female,0.98,'mɛ riː,10,2.0
Char,89.0,female,0.92,'ʧɑr,1,1.0
Marilena,89.0,female,1.0,,,
Geri,89.0,female,0.87,'dʒɛ ɹi,10,2.0
Coskun,89.0,male,1.0,,,
Seema,89.0,female,1.0,'siː mɑ,10,2.0
Iliana,89.0,female,1.0,,,
Lyndsay,89.0,female,1.0,,,
Belén,89.0,female,1.0,,,
Aracely,89.0,female,1.0,,,
Jean-Baptiste,89.0,male,1.0,,,
Lex,89.0,male,0.82,'lɛks,1,1.0
Ender,89.0,male,1.0,'ɛn dɛː,10,2.0
Eder,89.0,male,0.98,'ɛ dɛː,10,2.0
Verity,89.0,female,1.0,'vɛ rə tiː,100,3.0
Giuliana,89.0,female,0.97,dʒɪ 'jʉː li 'æ nʌ,01010,5.0
Aysel,89.0,female,1.0,,,
Anjali,89.0,female,1.0,,,
Abbey,89.0,female,0.97,'æ biː,10,2.0
Mihai,89.0,male,0.98,`miː 'haɪ,11,2.0
Cora,89.0,female,1.0,'kɔː rə,10,2.0
Mélodie,88.0,female,0.98,,,
Moni,88.0,female,0.93,,,
Melis,88.0,female,0.94,'mɛ li,10,2.0
Teresita,88.0,female,1.0,tɛː ɛ 'siː tʌ,0010,4.0
Sun,88.0,male,0.51,'sən,1,1.0
Seyma,88.0,female,0.98,,,
Ang,88.0,female,0.61,'æŋ,1,1.0
Minh,88.0,male,0.64,'mɪn,1,1.0
Penelope,88.0,female,0.99,pə 'nɛ lə piː,0100,4.0
Med,88.0,male,0.98,'mɛd,1,1.0
Russel,88.0,male,0.99,'rə səl,10,2.0
Dragana,88.0,female,0.99,,,
Dalton,88.0,male,0.99,'dɔːl tən,10,2.0
Bret,88.0,male,0.99,'brɛt,1,1.0
Bogdan,88.0,male,1.0,'bɑg dən,10,2.0
Payal,88.0,female,1.0,,,
Kumar,88.0,male,0.99,kuː 'mɑr,01,2.0
Bram,88.0,male,1.0,'bræm,1,1.0
Leandra,88.0,female,1.0,,,
Ileana,88.0,female,0.99,`ɪ liː 'æ nʌ,1010,4.0
Jørgen,88.0,male,1.0,,,
Dolly,88.0,female,0.95,'dɑ liː,10,2.0
Danish,88.0,male,0.99,'deɪ nɪʃ,10,2.0
Jeni,88.0,female,0.99,,,
Declan,88.0,male,1.0,,,
Suzana,88.0,female,1.0,,,
Shahid,88.0,male,0.98,,,
Lucero,88.0,female,0.98,luː 'ʧɛ roʊ,010,3.0
Ruthie,88.0,female,1.0,'ruː θiː,10,2.0
Phuong,87.0,female,0.61,fuː 'ɔːŋ,01,2.0
Alli,87.0,female,0.98,'æ liː,10,2.0
Espen,87.0,male,1.0,,,
Destiny,87.0,female,0.97,'dɛ stə niː,100,3.0
Bronwyn,87.0,female,1.0,,,
Cary,87.0,male,0.55,'kɛ riː,10,2.0
Malak,87.0,female,0.95,'mæ lək,10,2.0
Catriona,87.0,female,1.0,,,
Elia,87.0,female,0.76,ə 'laɪ ə,010,3.0
Shruti,87.0,female,1.0,,,
Jari,87.0,male,1.0,,,
Mayank,87.0,male,1.0,,,
Damla,87.0,female,0.95,,,
Khadija,87.0,female,0.99,,,
Oussama,87.0,male,1.0,,,
Konstantinos,87.0,male,1.0,,,
Ming,87.0,male,0.67,'mɪŋ,1,1.0
Funda,87.0,female,0.99,,,
Dries,87.0,male,0.99,'draɪz,1,1.0
Gianna,87.0,female,1.0,,,
Ralf,86.0,male,1.0,'rɑlf,1,1.0
Eylem,86.0,female,1.0,,,
Franz,86.0,male,1.0,'frænz,1,1.0
Freddie,86.0,male,0.94,'frɛ diː,10,2.0
Cari,86.0,female,0.99,,,
Abo,86.0,male,1.0,'ɑ boʊ,10,2.0
Lis,86.0,female,1.0,'lɪs,1,1.0
Abeer,86.0,female,0.98,,,
Cinthya,86.0,female,0.99,,,
Gregorio,86.0,male,1.0,grɪ 'gɔː riː oʊ,0100,4.0
Masoud,86.0,male,1.0,mə 'suːd,01,2.0
Elke,86.0,female,1.0,'ɛl,1,1.0
Kerim,86.0,male,0.99,,,
Zeki,86.0,male,0.99,,,
Abd,86.0,male,0.99,,,
Linh,86.0,female,0.63,'lɪn,1,1.0
Figen,86.0,female,0.97,,,
Vinny,86.0,male,0.9,'vɪ niː,10,2.0
Anis,86.0,male,0.73,,,
Tiffani,86.0,female,1.0,,,
Jai,86.0,male,0.7,'ʤaɪ,1,1.0
Brandie,86.0,female,1.0,,,
Siv,86.0,female,1.0,,,
Noa,86.0,female,0.97,'noʊ ə,10,2.0
Pham,86.0,male,0.62,'fæm,1,1.0
Oleg,86.0,male,0.99,'oʊ ləg,10,2.0
Evelin,86.0,female,0.99,,,
Chi,86.0,female,0.55,'kaɪ,1,1.0
Collette,86.0,female,1.0,kə 'lɛt,01,2.0
Kathie,86.0,female,1.0,'kæ θiː,10,2.0
Fausto,86.0,male,1.0,'fɔː stoʊ,10,2.0
Sasa,86.0,male,0.59,,,
Lane,86.0,male,0.64,'leɪn,1,1.0
Nidia,86.0,female,0.99,,,
Micky,85.0,male,0.79,'mɪ kiː,10,2.0
Abdulla,85.0,male,1.0,ɑb 'duː lə,010,3.0
Dominika,85.0,female,0.99,,,
Chetan,85.0,male,0.98,,,
LeAnn,85.0,female,1.0,liː 'æn,01,2.0
Gisele,85.0,female,1.0,,,
Catarina,85.0,female,0.99,,,
Berta,85.0,female,0.99,'bɛː tʌ,10,2.0
Vishnu,85.0,male,0.99,'vɪʃ nʉː,10,2.0
Mercy,85.0,female,1.0,'mɛː siː,10,2.0
Mikel,85.0,male,1.0,'mɪ kəl,10,2.0
Cristiane,85.0,female,0.95,,,
Yesica,85.0,female,1.0,,,
Thelma,85.0,female,0.99,'θɛl mə,10,2.0
Ilham,85.0,male,0.59,,,
Nenad,85.0,male,0.98,,,
Leann,85.0,female,1.0,liː 'æn,01,2.0
Bec,85.0,female,1.0,'bɛk,1,1.0
Lior,85.0,male,0.61,,,
Jeri,85.0,female,0.94,'ʤɛ riː,10,2.0
Fulya,85.0,female,0.99,,,
Katya,85.0,female,1.0,'kɑ tjə,10,2.0
Baran,85.0,male,0.98,bɑ 'rɑn,01,2.0
Farhana,85.0,female,1.0,,,
Rawan,85.0,female,0.98,'ɹæ wʌ,10,2.0
Flávio,85.0,male,1.0,,,
Arya,84.0,male,0.89,'ɑ ɹɪ ʌ,100,3.0
Anh,84.0,female,0.54,,,
Mireya,84.0,female,0.99,,,
Young,84.0,male,0.83,'jʌŋ,1,1.0
Andrej,84.0,male,0.99,'ɑn dreɪ,10,2.0
Clair,84.0,female,0.88,'klɛr,1,1.0
Hendrik,84.0,male,1.0,'hɛn drɪk,10,2.0
Ant,84.0,male,0.94,'ænt,1,1.0
AnnMarie,84.0,female,1.0,,,
Annmarie,84.0,female,1.0,,,
Abdel,84.0,male,1.0,'æb `dɛl,11,2.0
Evy,84.0,female,1.0,,,
Sevil,84.0,female,0.99,'sɛ vʌ,10,2.0
