name,gender,IPA,IPA_stress,counts,n_syllables
Mary,F,'mɛ riː,10,56924,2
Robert,M,'rɑ bɛːt,10,55828,2
James,M,'ʤeɪmz,1,54243,1
John,M,'ʤɑn,1,46737,1
William,M,'wɪl jəm,10,40168,2
Richard,M,'rɪ ʧɛːd,10,33156,2
Betty,F,'bɛ tiː,10,31083,2
Donald,M,'dɑ nəld,10,30407,2
Charles,M,'ʧɑrlz,1,29791,1
Barbara,F,'bɑr bɛː ə,100,29233,3
Shirley,F,'ʃɛː liː,10,22841,2
Dorothy,F,'dɔː rə θiː,100,21283,3
Patricia,F,pə 'trɪ ʃə,010,20845,3
Joan,F,'ʤoʊn,1,19463,1
George,M,'ʤɔːrʤ,1,18497,1
Thomas,M,'tɑ məs,10,17367,2
Joseph,M,'ʤoʊ səf,10,17103,2
Margaret,F,'mɑr gɛː ɪt,100,15146,3
Helen,F,'hɛ lən,10,14100,2
Ronald,M,'rɑ nəld,10,14084,2
David,M,'deɪ vɪd,10,13999,2
Edward,M,'ɛ dwɛːd,10,13918,2
Nancy,F,'næn siː,10,13517,2
Paul,M,'pɔːl,1,12197,1
Kenneth,M,'kɛ nɪθ,10,11801,2
Doris,F,'dɔː rəs,10,11623,2
Joyce,F,'ʤɔɪs,1,11460,1
Frank,M,'fræŋk,1,10635,1
Ruth,F,'ruːθ,1,10567,1
Carol,F,'kæ rəl,10,10273,2
Virginia,F,vɛː 'ʤɪ njə,010,9999,3
Jack,M,'ʤæk,1,9985,1
Harold,M,'hɛ rəld,10,9925,2
Jean,F,'ʤiːn,1,9716,1
Raymond,M,'reɪ mənd,10,9588,2
Billy,M,'bɪ liː,10,9555,2
Marilyn,F,'mɛ rə lən,100,9382,3
Elizabeth,F,ɪ 'lɪ zʌ bəθ,0100,9344,4
Frances,F,'fræn sɪs,10,9205,2
Lois,F,'loʊ əs,10,8386,2
Walter,M,'wɔːl tɛː,10,8089,2
Janet,F,'ʤæ nət,10,8068,2
Beverly,F,'bɛ vɛː liː,100,7887,3
Donna,F,'dɑ nʌ,10,7868,2
