name,gender,IPA,IPA_stress,counts,n_syllables
James,M,'ʤeɪmz,1,76947,1
Robert,M,'rɑ bɛːt,10,70848,2
John,M,'ʤɑn,1,66612,1
Mary,F,'mɛ riː,10,62466,2
William,M,'wɪl jəm,10,52364,2
Richard,M,'rɪ ʧɛːd,10,45637,2
Barbara,F,'bɑr bɛː ə,100,39195,3
Linda,F,'lɪn də,10,38411,2
David,M,'deɪ vɪd,10,37377,2
Patricia,F,pə 'trɪ ʃə,010,36876,3
Charles,M,'ʧɑrlz,1,34650,1
Thomas,M,'tɑ məs,10,31599,2
Carol,F,'kæ rəl,10,30456,2
Michael,M,'maɪ kəl,10,26722,2
Sandra,F,'sæn drə,10,26023,2
Ronald,M,'rɑ nəld,10,25509,2
Donald,M,'dɑ nəld,10,23462,2
Nancy,F,'næn siː,10,23212,2
Judith,F,'ʤuː dəθ,10,22432,2
Sharon,F,'ʃæ rən,10,22429,2
Larry,M,'lɛ riː,10,22020,2
Joseph,M,'ʤoʊ səf,10,21170,2
George,M,'ʤɔːrʤ,1,20419,1
Gary,M,'gɛ riː,10,20054,2
Betty,F,'bɛ tiː,10,19758,2
Carolyn,F,'kɛ rə lɪn,100,18670,3
Kenneth,M,'kɛ nɪθ,10,18092,2
Judy,F,'ʤuː diː,10,17118,2
Paul,M,'pɔːl,1,16653,1
Edward,M,'ɛ dwɛːd,10,16475,2
Susan,F,'suː zən,10,16329,2
Margaret,F,'mɑr gɛː ɪt,100,16318,3
Shirley,F,'ʃɛː liː,10,16308,2
Jerry,M,'ʤɛ riː,10,16279,2
Karen,F,'kɛ rən,10,15943,2
Donna,F,'dɑ nʌ,10,15174,2
Joyce,F,'ʤɔɪs,1,14769,1
Dennis,M,'dɛ nɪs,10,13676,2
Dorothy,F,'dɔː rə θiː,100,13380,3
Kathleen,F,kæθ 'liːn,01,13005,2
Janet,F,'ʤæ nət,10,12591,2
Joan,F,'ʤoʊn,1,11921,1
Frank,M,'fræŋk,1,11340,1
Elizabeth,F,ɪ 'lɪ zʌ bəθ,0100,11033,4
Diane,F,daɪ 'æn,01,10709,2
Raymond,M,'reɪ mənd,10,10632,2
Roger,M,'rɑ ʤɛː,10,10579,2
Gerald,M,'ʤɛ rəld,10,10023,2
Gloria,F,'glɔː riː ə,100,9967,3
Virginia,F,vɛː 'ʤɪ njə,010,9894,3
Marilyn,F,'mɛ rə lən,100,9737,3
Janice,F,'ʤæ nəs,10,9731,2
Martha,F,'mɑr θə,10,9333,2
Daniel,M,'dæ njəl,10,9314,2
Brenda,F,'brɛn də,10,8998,2
Helen,F,'hɛ lən,10,8694,2
Ruth,F,'ruːθ,1,8675,1
Frances,F,'fræn sɪs,10,8485,2
Bonnie,F,'bɑ niː,10,8456,2
Beverly,F,'bɛ vɛː liː,100,8292,3
Walter,M,'wɔːl tɛː,10,8161,2
Harold,M,'hɛ rəld,10,7979,2
Cheryl,F,'ʃɛ rəl,10,7972,2
Stephen,M,'stiː vən,10,7792,2
Jean,F,'ʤiːn,1,7649,1
Arthur,M,'ɑr θɛː,10,7254,2
Jack,M,'ʤæk,1,7253,1
Willie,M,'wɪ liː,10,7190,2
Lawrence,M,'lɔː rəns,10,7126,2
Alice,F,'æ ləs,10,7102,2
Ann,F,'æn,1,7080,1
Joe,M,'ʤoʊ,1,7059,1
Phyllis,F,'fɪ lɪs,10,7023,2
Douglas,M,'də gləs,10,6997,2
Henry,M,'hɛn riː,10,6970,2
Carl,M,'kɑrl,1,6821,1
Wayne,M,'weɪn,1,6722,1
Jane,F,'ʤeɪn,1,6565,1
Billy,M,'bɪ liː,10,6540,2
Roy,M,'rɔɪ,1,6529,1
Peter,M,'piː tɛː,10,6341,2
Jimmy,M,'ʤɪ miː,10,6325,2
Doris,F,'dɔː rəs,10,6323,2
Ralph,M,'rælf,1,6272,1
Carole,F,'kæ rəl,10,6270,2
Pamela,F,'pæ mə lə,100,6203,3
Peggy,F,'pɛ giː,10,6018,2
Terry,M,'tɛ riː,10,5975,2
Albert,M,'æl bɛːt,10,5854,2
Johnny,M,'ʤɑ niː,10,5660,2
Elaine,F,ɪ 'leɪn,01,5628,2
Anthony,M,'æn θə niː,100,5605,3
Fred,M,'frɛd,1,5576,1
Lois,F,'loʊ əs,10,5529,2
Eugene,M,juː 'ʤiːn,01,5505,2
Harry,M,'hɛ riː,10,5477,2
Bobby,M,'bɑ biː,10,5409,2
Marie,F,mɛː 'iː,01,5296,2
Bruce,M,'bruːs,1,5261,1
Catherine,F,'kæ θɛː ən,100,5257,3
Steven,M,'stiː vən,10,5110,2
Howard,M,'haʊ ɛːd,10,5024,2
Charlotte,F,'ʃɑr lət,10,4928,2
Connie,F,'kɔː niː,10,4795,2
Rose,F,'roʊz,1,4710,1
Louis,M,'luː ɪs,10,4677,2
Geraldine,F,ʤɛ rəl 'diːn,001,4665,3
Joanne,F,`ʤoʊ 'æn,11,4529,2
Rita,F,'riː tʌ,10,4529,2
Gail,F,'geɪl,1,4526,1
Evelyn,F,'ɛ və lən,100,4514,3
Wanda,F,'wɑn də,10,4429,2
Sally,F,'sæ liː,10,4390,2
Diana,F,daɪ 'æ nʌ,010,4311,3
Alan,M,'æ lən,10,4277,2
Jo,F,'ʤoʊ,1,4225,1
Leonard,M,'lɛ nɛːd,10,4186,2
Stanley,M,'stæn liː,10,4122,2
Norman,M,'nɔːr mən,10,4069,2
Ernest,M,'ɛː nəst,10,4044,2
Sue,F,'suː,1,4035,1
Ellen,F,'ɛ lən,10,3998,2
Philip,M,'fɪ ləp,10,3995,2
Dale,M,'deɪl,1,3988,1
Jacqueline,F,'ʤæ kwə lɪn,100,3974,3
Joann,F,`ʤoʊ 'æn,11,3973,2
Samuel,M,'sæ mjuːl,10,3948,2
Russell,M,'rə səl,10,3930,2
Patrick,M,'pæ trɪk,10,3881,2
Earl,M,'ɛːl,1,3875,1
Norma,F,'nɔːr mə,10,3863,2
Sarah,F,'sɛ rə,10,3859,2
Kathryn,F,'kæ θrɪn,10,3855,2
Louise,F,luː 'iːz,01,3840,2
Bill,M,'bɪl,1,3814,1
Jim,M,'ʤɪm,1,3747,1
Melvin,M,'mɛl vɪn,10,3746,2
Roberta,F,rə 'bɛː tʌ,010,3744,3
Annie,F,'æ niː,10,3741,2
Ronnie,M,'rɑ niː,10,3740,2
Patsy,F,'pæt siː,10,3729,2
Tommy,M,'tɑ miː,10,3694,2
Eileen,F,aɪ 'liːn,01,3649,2
Francis,M,'fræn səs,10,3648,2
Anna,F,'æ nʌ,10,3634,2
Don,M,'dɑn,1,3586,1
Christine,F,krɪ 'stiːn,01,3583,2
Frederick,M,'frɛ drɪk,10,3582,2
Clarence,M,'klɛ rəns,10,3578,2
Marvin,M,'mɑr vɪn,10,3567,2
Darlene,F,'dɑr `liːn,11,3532,2
Katherine,F,'kæ θɛː ɪn,100,3524,3
Danny,M,'dæ niː,10,3512,2
Suzanne,F,suː 'zæn,01,3463,2
Allen,M,'æ lən,10,3419,2
Leroy,M,'liː `rɔɪ,11,3407,2
Glenda,F,'glɛn də,10,3366,2
Maria,F,mɛː 'iː ə,010,3363,3
Mildred,F,'mɪl drɪd,10,3318,2
Eddie,M,'ɛ diː,10,3315,2
Paula,F,'pɔː lə,10,3314,2
Sylvia,F,'sɪl viː ə,100,3290,3
Rebecca,F,rə 'bɛ kə,010,3247,3
Marjorie,F,'mɑr ʤɛː iː,100,3217,3
Anne,F,'æn,1,3211,1
Ruby,F,'ruː biː,10,3190,2
Kay,F,'keɪ,1,3170,1
Marcia,F,'mɑr ʃə,10,3139,2
Dianne,F,daɪ 'æn,01,3106,2
Irene,F,aɪ 'riːn,01,3087,2
Mike,M,'maɪk,1,3084,1
Dolores,F,də 'lɔː rɪs,010,3078,3
Andrew,M,'æn druː,10,3054,2
