name,gender,IPA,IPA_stress,counts,n_syllables
James,M,'ʤeɪmz,1,87107,1
Robert,M,'rɑ bɛːt,10,86622,2
John,M,'ʤɑn,1,83163,1
Michael,M,'maɪ kəl,10,79076,2
David,M,'deɪ vɪd,10,71778,2
Linda,F,'lɪn də,10,67088,2
Mary,F,'mɛ riː,10,65639,2
William,M,'wɪl jəm,10,63059,2
Richard,M,'rɪ ʧɛːd,10,58373,2
Patricia,F,pə 'trɪ ʃə,010,53101,3
Deborah,F,'dɛ bɛː ə,100,49825,3
Thomas,M,'tɑ məs,10,48655,2
Susan,F,'suː zən,10,41350,2
Barbara,F,'bɑr bɛː ə,100,39871,3
Charles,M,'ʧɑrlz,1,38875,1
Gary,M,'gɛ riː,10,38777,2
Steven,M,'stiː vən,10,32048,2
Nancy,F,'næn siː,10,31742,2
Karen,F,'kɛ rən,10,28958,2
Joseph,M,'ʤoʊ səf,10,28524,2
Donald,M,'dɑ nəld,10,28288,2
Larry,M,'lɛ riː,10,28249,2
Ronald,M,'rɑ nəld,10,27809,2
Debra,F,'dɛ brə,10,26837,2
Sandra,F,'sæn drə,10,26101,2
Kenneth,M,'kɛ nɪθ,10,25917,2
Kathleen,F,kæθ 'liːn,01,25771,2
Mark,M,'mɑrk,1,25682,1
Dennis,M,'dɛ nɪs,10,24563,2
Paul,M,'pɔːl,1,24300,1
Carol,F,'kæ rəl,10,23991,2
Donna,F,'dɑ nʌ,10,23715,2
Daniel,M,'dæ njəl,10,23426,2
Sharon,F,'ʃæ rən,10,23390,2
Stephen,M,'stiː vən,10,23049,2
Brenda,F,'brɛn də,10,21447,2
Diane,F,daɪ 'æn,01,21065,2
Pamela,F,'pæ mə lə,100,20877,3
Cynthia,F,'sɪn θiː ə,100,19886,3
George,M,'ʤɔːrʤ,1,19826,1
Edward,M,'ɛ dwɛːd,10,19520,2
Janet,F,'ʤæ nət,10,17927,2
Christine,F,krɪ 'stiːn,01,17548,2
Margaret,F,'mɑr gɛː ɪt,100,17097,3
Elizabeth,F,ɪ 'lɪ zʌ bəθ,0100,16023,4
Gregory,M,'grɛ gɛː iː,100,15207,3
Janice,F,'ʤæ nəs,10,14982,2
Bruce,M,'bruːs,1,14491,1
Jerry,M,'ʤɛ riː,10,14448,2
Carolyn,F,'kɛ rə lɪn,100,14276,3
Timothy,M,'tɪ mə θiː,100,14173,3
Judith,F,'ʤuː dəθ,10,14062,2
Douglas,M,'də gləs,10,13685,2
Judy,F,'ʤuː diː,10,13636,2
Joyce,F,'ʤɔɪs,1,13125,1
Shirley,F,'ʃɛː liː,10,12535,2
Terry,M,'tɛ riː,10,12443,2
Kathy,F,'kæ θiː,10,12373,2
Rebecca,F,rə 'bɛ kə,010,12228,3
Cheryl,F,'ʃɛ rəl,10,12199,2
Roger,M,'rɑ ʤɛː,10,12136,2
Betty,F,'bɛ tiː,10,12133,2
Jeffrey,M,'ʤɛ friː,10,12020,2
Denise,F,dɪ 'niːs,01,11654,2
Frank,M,'fræŋk,1,11291,1
Raymond,M,'reɪ mənd,10,11243,2
Anthony,M,'æn θə niː,100,11191,3
Catherine,F,'kæ θɛː ən,100,11054,3
Beverly,F,'bɛ vɛː liː,100,10550,3
Gloria,F,'glɔː riː ə,100,10464,3
Lawrence,M,'lɔː rəns,10,10302,2
