name,gender,IPA,IPA_stress,counts,n_syllables
Robert,M,'rɑ bɛːt,10,62265,2
James,M,'ʤeɪmz,1,59096,1
Mary,F,'mɛ riː,10,56214,2
John,M,'ʤɑn,1,50513,1
William,M,'wɪl jəm,10,42422,2
Barbara,F,'bɑr bɛː ə,100,39277,3
Richard,M,'rɪ ʧɛːd,10,34382,2
Charles,M,'ʧɑrlz,1,31137,1
Patricia,F,pə 'trɪ ʃə,010,27555,3
Donald,M,'dɑ nəld,10,26664,2
Betty,F,'bɛ tiː,10,25503,2
Shirley,F,'ʃɛː liː,10,23769,2
David,M,'deɪ vɪd,10,22992,2
Thomas,M,'tɑ məs,10,21376,2
Ronald,M,'rɑ nəld,10,20294,2
Carol,F,'kæ rəl,10,19424,2
Nancy,F,'næn siː,10,18947,2
George,M,'ʤɔːrʤ,1,18435,1
Joseph,M,'ʤoʊ səf,10,17734,2
Dorothy,F,'dɔː rə θiː,100,16347,3
Margaret,F,'mɑr gɛː ɪt,100,15330,3
Edward,M,'ɛ dwɛːd,10,14546,2
Kenneth,M,'kɛ nɪθ,10,14395,2
Joan,F,'ʤoʊn,1,14302,1
Paul,M,'pɔːl,1,13354,1
Joyce,F,'ʤɔɪs,1,12693,1
Larry,M,'lɛ riː,10,12386,2
Jerry,M,'ʤɛ riː,10,12173,2
Judith,F,'ʤuː dəθ,10,10875,2
Helen,F,'hɛ lən,10,10834,2
Sandra,F,'sæn drə,10,10806,2
Carolyn,F,'kɛ rə lɪn,100,10585,3
Frank,M,'fræŋk,1,10256,1
Gerald,M,'ʤɛ rəld,10,9969,2
Janet,F,'ʤæ nət,10,9868,2
Elizabeth,F,ɪ 'lɪ zʌ bəθ,0100,9800,4
Beverly,F,'bɛ vɛː liː,100,9770,3
Marilyn,F,'mɛ rə lən,100,9745,3
Raymond,M,'reɪ mənd,10,9729,2
Donna,F,'dɑ nʌ,10,9694,2
Ruth,F,'ruːθ,1,9301,1
Virginia,F,vɛː 'ʤɪ njə,010,9268,3
Michael,M,'maɪ kəl,10,9078,2
Frances,F,'fræn sɪs,10,8923,2
Gary,M,'gɛ riː,10,8858,2
Janice,F,'ʤæ nəs,10,8712,2
Doris,F,'dɔː rəs,10,8604,2
Martha,F,'mɑr θə,10,8580,2
Harold,M,'hɛ rəld,10,8556,2
Billy,M,'bɪ liː,10,8249,2
Jack,M,'ʤæk,1,8140,1
Jean,F,'ʤiːn,1,7760,1
Phyllis,F,'fɪ lɪs,10,7644,2
Walter,M,'wɔːl tɛː,10,7559,2
Bobby,M,'bɑ biː,10,7494,2
Alice,F,'æ ləs,10,7488,2
Joe,M,'ʤoʊ,1,7435,1
Sharon,F,'ʃæ rən,10,7244,2
Linda,F,'lɪn də,10,7046,2
Ann,F,'æn,1,6990,1
Carl,M,'kɑrl,1,6844,1
Henry,M,'hɛn riː,10,6558,2
Roger,M,'rɑ ʤɛː,10,6555,2
Arthur,M,'ɑr θɛː,10,6522,2
Lois,F,'loʊ əs,10,6504,2
Norma,F,'nɔːr mə,10,6367,2
Peggy,F,'pɛ giː,10,6341,2
Gloria,F,'glɔː riː ə,100,6300,3
Eugene,M,juː 'ʤiːn,01,6112,2
Willie,M,'wɪ liː,10,6083,2
Ralph,M,'rælf,1,6018,1
Marie,F,mɛː 'iː,01,5960,2
Lawrence,M,'lɔː rəns,10,5873,2
Albert,M,'æl bɛːt,10,5792,2
Fred,M,'frɛd,1,5767,1
Evelyn,F,'ɛ və lən,100,5690,3
Daniel,M,'dæ njəl,10,5582,2
Rose,F,'roʊz,1,5289,1
Wayne,M,'weɪn,1,5225,1
Anna,F,'æ nʌ,10,5140,2
Roy,M,'rɔɪ,1,5040,1
Howard,M,'haʊ ɛːd,10,5016,2
Judy,F,'ʤuː diː,10,4993,2
Norman,M,'nɔːr mən,10,4950,2
Elaine,F,ɪ 'leɪn,01,4835,2
Harry,M,'hɛ riː,10,4822,2
Dolores,F,də 'lɔː rɪs,010,4807,3
Jane,F,'ʤeɪn,1,4787,1
Jimmy,M,'ʤɪ miː,10,4730,2
Anthony,M,'æn θə niː,100,4688,3
Geraldine,F,ʤɛ rəl 'diːn,001,4652,3
Carole,F,'kæ rəl,10,4615,2
Annie,F,'æ niː,10,4561,2
Catherine,F,'kæ θɛː ən,100,4524,3
Wanda,F,'wɑn də,10,4512,2
Karen,F,'kɛ rən,10,4508,2
Marlene,F,'mɑr `liːn,11,4473,2
Mildred,F,'mɪl drɪd,10,4441,2
Louis,M,'luː ɪs,10,4389,2
Marjorie,F,'mɑr ʤɛː iː,100,4318,3
Peter,M,'piː tɛː,10,4295,2
Sally,F,'sæ liː,10,4276,2
Patsy,F,'pæt siː,10,4257,2
Sylvia,F,'sɪl viː ə,100,4256,3
Joanne,F,`ʤoʊ 'æn,11,4249,2
Dennis,M,'dɛ nɪs,10,4237,2
Kathleen,F,kæθ 'liːn,01,4229,2
Louise,F,luː 'iːz,01,4068,2
Eleanor,F,'ɛ lə nɔːr,100,4049,3
Earl,M,'ɛːl,1,4007,1
