name,gender,IPA,IPA_stress,counts,n_syllables
Mary,F,'mɛ riː,10,65841,2
John,M,'ʤɑn,1,53529,1
William,M,'wɪl jəm,10,43972,2
James,M,'ʤeɪmz,1,42392,1
Robert,M,'rɑ bɛːt,10,41027,2
Helen,F,'hɛ lən,10,33706,2
Dorothy,F,'dɔː rə θiː,100,31734,3
Margaret,F,'mɑr gɛː ɪt,100,26237,3
Charles,M,'ʧɑrlz,1,25191,1
George,M,'ʤɔːrʤ,1,25170,1
Ruth,F,'ruːθ,1,24565,1
Joseph,M,'ʤoʊ səf,10,24264,2
Edward,M,'ɛ dwɛːd,10,18534,2
Mildred,F,'mɪl drɪd,10,17300,2
Frank,M,'fræŋk,1,15702,1
Virginia,F,vɛː 'ʤɪ njə,010,15637,3
Elizabeth,F,ɪ 'lɪ zʌ bəθ,0100,15287,4
Frances,F,'fræn sɪs,10,15107,2
Anna,F,'æ nʌ,10,14498,2
Thomas,M,'tɑ məs,10,13434,2
Evelyn,F,'ɛ və lən,100,13321,3
Walter,M,'wɔːl tɛː,10,12880,2
Richard,M,'rɪ ʧɛːd,10,12440,2
Harold,M,'hɛ rəld,10,12021,2
Marie,F,mɛː 'iː,01,12009,2
Raymond,M,'reɪ mənd,10,11383,2
Paul,M,'pɔːl,1,11307,1
Alice,F,'æ ləs,10,11141,2
Henry,M,'hɛn riː,10,10614,2
Florence,F,'flɔː rəns,10,10482,2
Betty,F,'bɛ tiː,10,10106,2
Donald,M,'dɑ nəld,10,9903,2
Irene,F,aɪ 'riːn,01,9712,2
Albert,M,'æl bɛːt,10,9607,2
Arthur,M,'ɑr θɛː,10,9540,2
Lillian,F,'lɪ liː ən,100,9516,3
Doris,F,'dɔː rəs,10,9434,2
Rose,F,'roʊz,1,9195,1
Harry,M,'hɛ riː,10,8989,2
Louise,F,luː 'iːz,01,8812,2
Gladys,F,'glæ dɪs,10,8717,2
Edna,F,'ɛd nʌ,10,8404,2
Catherine,F,'kæ θɛː ən,100,8334,3
Ruby,F,'ruː biː,10,8334,2
Martha,F,'mɑr θə,10,8321,2
Jack,M,'ʤæk,1,8264,1
Josephine,F,'ʤoʊ sə `fiːn,101,8104,3
Lucille,F,luː 'siːl,01,7856,2
Ethel,F,'ɛ θəl,10,7810,2
Edith,F,'iː dɪθ,10,7767,2
